Útvar městské části (okres) PČR;Základní útvar PČR, kde došlo k činu;Stadium TČ, 1-příparava, 2-pokus, 3-dokonaný;Druh TČ, 11-zločin, 18-přečin;Takticko-statistická klasifikace činu;Spácháno na ulici-1, ne-2;Čin spáchán na : viz číselník;Použití zbraně : viz číselník;Druh použité zbraně : viz číselník;Datum spáchání činu, či zahájení konání;Datum ukončení konání činu (pokud jiné datum);Předmět zájmu pachatele č. 1;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Předmět zájmu pachatele č. 2;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Předmět zájmu pachatele č. 3;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Celková způsobená škoda v Kč;Hlavní kvalifikace činu - paragraf TZ;První odstavec ;Druhý odstavec;Souběhový paragraf;Odstavec souběhu;Druhý souběhový paragraf;Odstavec souběhu;Datum zahájení trestního řízení;Datum ukončení trestního řízení;Způsob ukončení trestního řízení;"Způsob ukončení trestního řízení - text (kde je kód ""0"" tam ještě řízení nemusí být ukončeno"
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;11.11.2016;11.11.2016;121;osobní automobily;0;nic;0;nic;7953;228;1;;;;;;11.11.2016;17.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;13.10.2016;02.01.1900;121;osobní automobily;0;nic;0;nic;30000;228;1;;;;;;13.10.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;23.10.2016;23.11.2016;121;osobní automobily;0;nic;0;nic;20000;228;1;;;;;;29.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;17.11.2016;18.11.2016;121;osobní automobily;0;nic;0;nic;7450;228;1;;;;;;18.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;27.10.2016;28.10.2016;121;osobní automobily;0;nic;0;nic;35000;228;1;;;;;;01.12.2016;28.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;9;0;0;02.12.2016;04.12.2016;121;osobní automobily;0;nic;0;nic;30000;228;1;;;;;;04.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;10.09.2016;11.09.2016;121;osobní automobily;0;nic;0;nic;25764;228;1;;;;;;30.11.2016;02.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;02.12.2016;05.12.2016;311;prodejní automaty;0;nic;0;nic;5000;228;1;;;;;;05.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;27.11.2016;05.12.2016;121;osobní automobily;0;nic;0;nic;30000;228;1;;;;;;05.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;24.11.2016;24.11.2016;264;barevné kovy,výrobky a odpad z nich;0;nic;0;nic;19422;228;1;;;;;;24.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;19.11.2016;20.11.2016;121;osobní automobily;0;nic;0;nic;20000;228;1;;;;;;21.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;21.10.2016;22.10.2016;121;osobní automobily;0;nic;0;nic;15000;228;1;;;;;;22.10.2016;22.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;07.11.2016;09.11.2016;121;osobní automobily;0;nic;0;nic;15000;228;1;;;;;;09.11.2016;02.01.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;07.11.2016;07.11.2016;121;osobní automobily;0;nic;0;nic;30000;228;1;;;;;;07.11.2016;19.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;20.10.2016;21.10.2016;121;osobní automobily;0;nic;0;nic;34605;228;1;;;;;;24.10.2016;06.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;15.09.2016;02.01.1900;121;osobní automobily;0;nic;0;nic;6734;228;1;;;;;;07.11.2016;16.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;22.11.2016;23.11.2016;121;osobní automobily;0;nic;0;nic;7000;228;1;;;;;;02.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;24.11.2016;24.11.2016;264;barevné kovy,výrobky a odpad z nich;0;nic;0;nic;12853;228;1;;;;;;24.11.2016;14.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;18.09.2016;02.01.1900;121;osobní automobily;0;nic;0;nic;27552;228;1;;;;;;24.10.2016;29.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;27.10.2016;27.10.2016;121;osobní automobily;0;nic;0;nic;10000;228;1;;;;;;27.10.2016;24.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;27.09.2016;28.09.2016;121;osobní automobily;0;nic;0;nic;10000;228;1;;;;;;26.10.2016;15.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;18.10.2016;19.10.2016;121;osobní automobily;0;nic;0;nic;7632;228;1;;;;;;20.10.2016;28.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;05.11.2016;05.11.2016;121;osobní automobily;0;nic;0;nic;45185;228;1;;;;;;05.11.2016;14.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;6;0;0;22.10.2016;29.10.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;30000;228;1;;;;;;31.10.2016;12.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;01.09.2015;30.09.2015;543;půda;0;nic;0;nic;17065;228;1;;;;;;03.02.2016;25.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;08.05.2016;09.05.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;12251;228;1;;;;;;09.05.2016;02.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;11.01.2016;14.01.2016;121;osobní automobily;0;nic;0;nic;5651;228;1;;;;;;05.02.2016;17.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;03.02.2016;02.01.1900;121;osobní automobily;0;nic;0;nic;10000;228;1;;;;;;03.02.2016;31.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;13.03.2016;14.03.2016;121;osobní automobily;0;nic;0;nic;29500;228;1;;;;;;14.03.2016;20.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;6;0;0;01.01.2016;02.01.1900;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;12758;228;1;;;;;;08.01.2016;23.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;07.01.2016;02.01.1900;121;osobní automobily;0;nic;0;nic;21937;228;1;;358;1;;;26.01.2016;25.02.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;11.03.2016;02.01.1900;233;kabely,vodiče,elektroinst. materiál;0;nic;0;nic;9500;228;1;;;;;;15.03.2016;12.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;10.03.2016;11.03.2016;121;osobní automobily;0;nic;0;nic;6693;228;1;;;;;;21.03.2016;09.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;6;0;0;15.03.2016;16.03.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;45000;228;1;;;;;;16.03.2016;16.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;6;0;0;02.01.2015;03.01.2015;0;nic;0;nic;0;nic;10800;228;1;;;;;;03.01.2016;02.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;07.05.2016;08.05.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;10430;228;1;;;;;;10.05.2016;19.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;31.01.2016;02.01.1900;121;osobní automobily;0;nic;0;nic;23345;228;1;;;;;;31.01.2016;17.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;28.01.2016;30.01.2016;121;osobní automobily;0;nic;0;nic;10000;228;1;;;;;;30.01.2016;08.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;9;0;0;01.09.2015;04.02.2016;0;nic;0;nic;0;nic;11785;228;1;;;;;;04.02.2016;10.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;15.03.2016;16.03.2016;121;osobní automobily;0;nic;0;nic;45143;228;1;;;;;;16.03.2016;12.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;11.03.2016;11.03.2016;121;osobní automobily;0;nic;0;nic;10237;228;1;;;;;;17.03.2016;13.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;09.05.2016;10.05.2016;121;osobní automobily;0;nic;0;nic;6375;228;1;;;;;;10.05.2016;25.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;30.12.2016;31.12.2016;121;osobní automobily;0;nic;0;nic;15000;228;1;;;;;;31.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;01.08.2016;31.08.2016;121;osobní automobily;0;nic;0;nic;32334;228;1;;;;;;10.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;23.12.2016;29.12.2016;121;osobní automobily;0;nic;0;nic;29500;228;1;;;;;;29.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;6;0;0;23.12.2016;24.12.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;35000;228;1;;;;;;24.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;27.12.2016;28.12.2016;121;osobní automobily;0;nic;0;nic;15000;228;1;;;;;;28.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;6;0;0;26.09.2015;02.01.1900;0;nic;0;nic;0;nic;0;358;1;;;;;;07.01.2016;31.03.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;2;6;5;28;24.03.2016;24.03.2016;0;nic;0;nic;0;nic;0;358;1;;;;;;24.03.2016;25.03.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;9;0;0;04.04.2016;02.01.1900;0;nic;0;nic;0;nic;0;358;1;;;;;;11.04.2016;23.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;6;0;0;12.09.2015;02.01.1900;620;bez vztahu;0;nic;0;nic;0;358;1;;;;;;25.02.2016;26.02.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;9;0;0;22.12.2015;02.01.1900;0;nic;0;nic;0;nic;0;358;1;;;;;;19.01.2016;03.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;9;0;0;28.05.2016;28.05.2016;0;nic;0;nic;0;nic;0;358;1;;;;;;28.05.2016;09.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;6;0;0;28.02.2016;02.01.1900;0;nic;0;nic;0;nic;0;358;1;;;;;;08.03.2016;29.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;6;0;0;20.05.2016;03.06.2016;69;ostatní;0;nic;0;nic;0;359;1;;205;1b;205;3;03.06.2016;26.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;9;8;28;04.08.2016;02.01.1900;0;nic;0;nic;0;nic;0;358;1;2a;;;;;04.08.2016;05.08.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;6;0;0;04.08.2016;04.08.2016;669;nic z uvedeného /jiné než uvedené náboženství/;0;nic;0;nic;0;358;1;;;;;;05.08.2016;05.08.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;6;8;28;12.07.2016;12.07.2016;0;nic;0;nic;0;nic;0;358;1;2a;;;;;15.07.2016;05.08.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;6;0;0;09.08.2016;09.08.2016;0;nic;0;nic;0;nic;0;358;1;;;;;;06.09.2016;05.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;6;0;0;25.08.2016;25.08.2016;0;nic;0;nic;0;nic;0;358;1;;353;1;;;31.08.2016;19.09.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;6;0;0;28.09.2016;02.01.1900;0;nic;0;nic;0;nic;0;358;1;;;;;;29.09.2016;13.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;6;0;0;18.09.2016;18.09.2016;0;nic;0;nic;0;nic;0;358;1;;;;;;22.09.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;2;6;0;0;08.10.2016;02.01.1900;0;nic;0;nic;0;nic;0;358;1;;;;;;01.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;6;0;0;23.11.2016;23.11.2016;0;nic;0;nic;0;nic;0;358;1;2a;;;;;23.11.2016;23.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;2;6;0;0;04.12.2016;02.01.1900;0;nic;0;nic;0;nic;0;358;1;;;;;;04.12.2016;05.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;2;6;0;0;23.10.2016;02.01.1900;0;nic;0;nic;0;nic;0;358;1;;;;;;11.11.2016;23.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;2;6;0;0;19.10.2016;02.01.1900;0;nic;0;nic;0;nic;0;358;1;;;;;;20.10.2016;20.10.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;6;0;0;16.03.2016;02.01.1900;0;nic;0;nic;0;nic;15987;358;1;;228;1;;;16.03.2016;03.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;6;0;0;28.01.2016;02.01.1900;0;nic;0;nic;0;nic;0;358;1;;;;;;28.01.2016;17.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;9;0;0;19.01.2016;02.01.1900;0;nic;0;nic;0;nic;0;358;1;;;;;;22.03.2016;05.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;611;1;6;0;0;15.12.2016;15.12.2016;0;nic;0;nic;0;nic;0;358;1;;;;;;16.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;9;0;0;01.04.2016;01.04.2016;306;ostatní nemovitosti;0;nic;0;nic;4000;228;2;;;;;;04.04.2016;03.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;9;0;0;18.02.2016;18.02.2016;306;ostatní nemovitosti;0;nic;0;nic;3000;228;2;;;;;;28.02.2016;20.04.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;24.03.2016;25.03.2016;307;zastávky hromadné dopravy;0;nic;0;nic;1000;228;2;;;;;;30.03.2016;18.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;26.02.2016;29.02.2016;0;nic;0;nic;0;nic;18290;228;2;;;;;;29.02.2016;29.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;01.10.2015;11.01.2016;0;nic;0;nic;0;nic;10000;228;2;;;;;;18.01.2016;23.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;11.02.2016;12.02.2016;306;ostatní nemovitosti;0;nic;0;nic;10000;228;2;;;;;;12.02.2016;07.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;07.06.2016;08.06.2016;128;karavany;0;nic;0;nic;1000;228;2;;;;;;08.06.2016;07.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;09.05.2016;10.05.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;100;228;2;;;;;;12.05.2016;30.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;06.03.2016;02.01.1900;306;ostatní nemovitosti;0;nic;0;nic;0;228;2;;;;;;06.03.2016;05.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;07.03.2016;08.03.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;8550;228;2;;;;;;10.03.2016;15.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;9;0;0;28.02.2016;01.03.2016;306;ostatní nemovitosti;0;nic;0;nic;20000;228;2;;;;;;04.03.2016;21.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;9;0;0;31.01.2016;15.02.2016;306;ostatní nemovitosti;0;nic;0;nic;5000;228;2;;;;;;07.03.2016;21.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;2;6;0;0;01.12.2015;30.05.2016;306;ostatní nemovitosti;310;hrací automaty;0;nic;11400;228;2;;;;;;30.05.2016;29.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;9;0;0;23.06.2016;01.07.2016;301;domy činžovní;0;nic;0;nic;13893;228;2;;;;;;01.07.2016;08.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;25.09.2016;26.09.2016;302;domy rodinné;0;nic;0;nic;50000;228;2;;;;;;26.09.2016;27.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;07.09.2016;08.09.2016;121;osobní automobily;0;nic;0;nic;1000;228;2;;;;;;08.09.2016;10.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;02.09.2016;03.09.2016;121;osobní automobily;0;nic;0;nic;10000;228;2;;;;;;04.09.2016;20.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;9;0;0;17.08.2016;18.08.2016;67;expozimetry;0;nic;0;nic;1000;228;2;;;;;;18.08.2016;13.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;25.10.2016;25.10.2016;301;domy činžovní;0;nic;0;nic;5000;228;2;;;;;;25.10.2016;02.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;9;0;0;14.10.2016;15.10.2016;301;domy činžovní;0;nic;0;nic;10000;228;2;;;;;;18.10.2016;01.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;31.10.2016;01.11.2016;306;ostatní nemovitosti;0;nic;0;nic;3000;228;2;;;;;;01.11.2016;06.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;5;0;0;08.10.2016;08.10.2016;306;ostatní nemovitosti;267;dopravní značení;0;nic;2300;228;2;;;;;;08.10.2016;16.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;14.12.2016;16.12.2016;301;domy činžovní;0;nic;0;nic;5000;228;2;;;;;;16.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;2;6;0;0;21.10.2016;02.01.1900;306;ostatní nemovitosti;0;nic;0;nic;2405;228;2;;;;;;22.10.2016;22.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;20.11.2016;20.11.2016;306;ostatní nemovitosti;305;garáže;0;nic;0;228;2;;;;;;21.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;9;0;0;10.11.2016;11.11.2016;121;osobní automobily;301;domy činžovní;0;nic;10000;228;2;;;;;;11.11.2016;15.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;9;0;0;09.11.2016;10.11.2016;306;ostatní nemovitosti;0;nic;0;nic;40000;228;2;;;;;;10.11.2016;19.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;09.05.2016;10.05.2016;301;domy činžovní;0;nic;0;nic;32217;228;2;;;;;;11.05.2016;14.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;07.05.2016;02.01.1900;306;ostatní nemovitosti;0;nic;0;nic;5000;228;2;;;;;;07.05.2016;06.06.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;08.05.2016;08.05.2016;306;ostatní nemovitosti;0;nic;0;nic;7700;228;2;;;;;;08.05.2016;14.10.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;06.05.2016;07.05.2016;121;osobní automobily;0;nic;0;nic;900;228;2;;;;;;07.05.2016;16.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;2;0;0;09.03.2016;11.03.2016;306;ostatní nemovitosti;0;nic;0;nic;0;228;2;;;;;;15.03.2016;05.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;613;1;6;0;0;23.12.2016;24.12.2016;121;osobní automobily;0;nic;0;nic;0;228;2;;;;;;24.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;631;2;6;0;0;01.09.2015;18.12.2015;601;vlastní dítě;0;nic;0;nic;0;201;1b;3c;;;;;18.02.2016;22.06.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;631;2;6;0;0;01.09.2015;02.01.1900;601;vlastní dítě;0;nic;0;nic;0;201;1b;3c;;;;;28.02.2016;08.06.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;631;2;6;0;0;24.03.2016;20.06.2016;601;vlastní dítě;0;nic;0;nic;0;201;1b;;;;;;30.06.2016;02.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;631;2;6;0;0;01.09.2015;29.05.2016;601;vlastní dítě;0;nic;0;nic;0;201;1b;3b;;;;;08.07.2016;12.10.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;631;2;6;0;0;23.04.2016;02.01.1900;601;vlastní dítě;0;nic;0;nic;0;201;1b;3c;;;;;07.07.2016;17.10.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;631;2;6;0;0;15.09.2015;07.06.2016;601;vlastní dítě;0;nic;0;nic;0;201;1b;;;;;;14.07.2016;26.09.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;631;2;6;0;0;19.06.2015;19.06.2015;607;dítě ve vztahu spolužáka,kamaráda;0;nic;0;nic;0;201;1a;1b;;;;;19.09.2016;19.09.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;631;2;6;0;0;15.05.2016;01.08.2016;601;vlastní dítě;0;nic;0;nic;0;201;1d;;;;;;09.08.2016;18.10.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;631;2;6;0;0;21.09.2015;21.09.2016;601;vlastní dítě;0;nic;0;nic;0;201;1d;;;;;;31.10.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;631;2;6;0;0;19.02.2016;30.03.2016;601;vlastní dítě;0;nic;0;nic;0;201;1a;;;;;;14.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;631;2;10;0;0;31.12.2013;25.08.2015;620;bez vztahu;0;nic;0;nic;0;201;1a;3c;;;;;04.08.2016;08.08.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;631;2;10;0;0;16.09.2015;02.01.1900;620;bez vztahu;0;nic;0;nic;0;201;1a;3c;;;;;04.08.2016;08.08.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;631;2;10;0;0;05.11.2015;12.11.2015;620;bez vztahu;0;nic;0;nic;0;201;1a;3c;;;;;04.08.2016;08.08.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;631;2;10;0;0;01.01.2014;31.12.2014;620;bez vztahu;0;nic;0;nic;0;201;1a;3c;;;;;04.08.2016;08.08.2016;1;zjištění pachatele
